gene	domain_start	domain_end	domain_name	domain_decription	type	e_value	pdb_id
YIL053W	91	191	PF00702	Hydrolase	Domain	0.0001	2qlt
YIL053W	91	191	PF00702	Hydrolase	Domain	0.0001	2qlt.1.A
YIL053W	91	191	PF00702	Hydrolase	Domain	0.0001	2g80.1.A
YPL028W	5	266	PF00108	Thiolase_N	Domain	1.40E-94	6aqp.1.A
YPL028W	274	397	PF02803	Thiolase_C	Domain	3.70E-43	NA
YJL002C	31	467	PF04597	Ribophorin_I	Family	3.00E-127	6ezn.1.A
YJL002C	31	467	PF04597	Ribophorin_I	Family	3.00E-127	6c26
YOR126C	8	201	PF00657	Lipase_GDSL	Family	5.80E-14	3mil
YOR125C	52	233	PF03232	COQ7	Domain	4.00E-71	NA
YPR036W	11	346	PF03224	V-ATPase_H_N	Family	2.00E-68	5voz.1.P
YPR036W	11	346	PF03224	V-ATPase_H_N	Family	2.00E-68	1ho8.1.A
YPR036W	11	346	PF03224	V-ATPase_H_N	Family	2.00E-68	3j9v
YPR036W	11	346	PF03224	V-ATPase_H_N	Family	2.00E-68	5d80.1.G
YPR036W	352	477	PF11698	V-ATPase_H_C	Family	3.80E-37	5voz.1.P
YPR036W	352	477	PF11698	V-ATPase_H_C	Family	3.80E-37	1ho8.1.A
YPR036W	352	477	PF11698	V-ATPase_H_C	Family	3.80E-37	3j9v
YDR046C	94	556	PF00324	AA_permease	Family	7.30E-130	NA
YPL171C	16	368	PF00724	Oxidored_FMN	Domain	2.90E-131	4k7y.1.A
YPL171C	16	368	PF00724	Oxidored_FMN	Domain	2.90E-131	5v4v
YPL214C	255	526	PF02110	HK	Domain	2.30E-100	3nl5.1.A
YPL214C	12	212	PF02581	TMP-TENI	Domain	8.90E-56	3nl5.1.A
YJR019C	201	336	PF02551	Acyl_CoA_thio	Domain	5.60E-45	NA
YPL147W	637	777	PF00005	ABC_tran	Domain	1.80E-10	NA
YPL147W	183	466	PF06472	ABC_membrane_2	Family	1.40E-90	NA
YOL059W	85	250	PF01210	NAD_Gly3P_dh_N	Family	6.40E-50	4fgw.1.A
YOL059W	283	428	PF07479	NAD_Gly3P_dh_C	Domain	1.70E-37	4fgw.1.A
YPL091W	199	275	PF00070	Pyr_redox	Domain	1.50E-15	2hqm.1.A
YPL091W	199	275	PF00070	Pyr_redox	Domain	1.50E-15	2hqm
YPL091W	372	482	PF02852	Pyr_redox_dim	Domain	7.90E-31	2hqm
YPL091W	25	165	PF12831	FAD_oxidored	Family	5.90E-05	2hqm.1.A
YPL091W	25	165	PF12831	FAD_oxidored	Family	5.90E-05	2hqm
YPL092W	12	409	PF03595	SLAC1	Family	3.90E-72	NA
YLR174W	5	399	PF00180	Iso_dh	Domain	6.00E-68	2qfx.1.A
YDL055C	261	293	PF00132	Hexapep	Repeat	0.00024	2oi5.2.A
YDL055C	261	293	PF00132	Hexapep	Repeat	0.00024	2oi5.1.A
YDL055C	261	293	PF00132	Hexapep	Repeat	0.00024	5l6s.1.A
YDL055C	261	293	PF00132	Hexapep	Repeat	0.00024	3d98.1.C
YDL055C	2	229	PF00483	NTP_transferase	Family	1.30E-51	2oi5.2.A
YDL055C	2	229	PF00483	NTP_transferase	Family	1.30E-51	2oi5.1.A
YDL055C	2	229	PF00483	NTP_transferase	Family	1.30E-51	5l6s.1.A
YNL142W	34	444	PF00909	Ammonium_transp	Family	1.10E-128	5aex
YNL142W	34	444	PF00909	Ammonium_transp	Family	1.10E-128	5aex.1.A
YMR323W	145	432	PF00113	Enolase_C	Domain	1.30E-133	5td9.1.B
YMR323W	3	134	PF03952	Enolase_N	Domain	7.80E-54	5td9.1.B
YGR194C	150	303	PF00370	FGGY_N	Domain	6.00E-13	4bc4.1.A
YGR194C	22	122	PF00370	FGGY_N	Domain	0.0013	4bc4.1.A
YGR194C	315	546	PF02782	FGGY_C	Domain	1.60E-13	4bc4.1.A
YNL318C	63	537	PF00083	Sugar_tr	Family	9.20E-113	NA
YNL325C	104	422	PF02383	Syja_N	Family	7.30E-73	NA
YNL332W	16	238	PF09084	NMT1	Family	1.90E-77	4h6d.1.A
YNL331C	31	340	PF00248	Aldo_ket_red	Domain	2.90E-68	4xk2.1.A
YNL331C	31	340	PF00248	Aldo_ket_red	Domain	2.90E-68	3lut.1.A
YGR199W	71	314	PF02366	PMT	Family	9.60E-89	NA
YGR199W	360	532	PF02815	MIR	Domain	6.20E-20	3mal.1.A
YGR199W	558	755	PF16192	PMT_4TMC	Family	1.30E-51	NA
YGR208W	92	267	PF00702	Hydrolase	Domain	2.00E-14	5it4.1.A
YJL100W	170	499	PF00454	PI3_PI4_kinase	Family	2.10E-76	4pla.1.A
YDL103C	102	410	PF01704	UDPGP	Family	1.50E-42	2yqc.1.A
YFL058W	16	238	PF09084	NMT1	Family	1.90E-77	4h6d.1.A
YFL058W	16	238	PF09084	NMT1	Family	1.90E-77	4h65
YFL060C	7	216	PF01174	SNO	Domain	1.80E-92	4ads.1.G
YFL059W	4	211	PF01680	SOR_SNZ	Domain	2.60E-103	3fem.1.A
YFL055W	57	508	PF00324	AA_permease	Family	2.90E-128	NA
YFL054C	347	585	PF00230	MIP	Family	2.80E-47	1ldf.1.A
YFL053W	19	341	PF02733	Dak1	Family	3.40E-105	1un8.1.A
YFL053W	411	586	PF02734	Dak2	Family	2.00E-41	1un8.1.A
YFL030W	40	345	PF00266	Aminotran_5	Domain	5.10E-20	2bkw.1.A
YFL030W	40	345	PF00266	Aminotran_5	Domain	5.10E-20	2bkw
YFL017C	45	148	PF00583	Acetyltransf_1	Family	4.90E-13	1i12.2.B
YFL017C	45	148	PF00583	Acetyltransf_1	Family	4.90E-13	1i21
YFL011W	52	512	PF00083	Sugar_tr	Family	1.60E-164	NA
YFR044C	98	473	PF01546	Peptidase_M20	Family	1.50E-26	4g1p.1.A
YFR044C	98	473	PF01546	Peptidase_M20	Family	1.50E-26	4g1p
YFR044C	225	371	PF07687	M20_dimer	Domain	7.30E-08	4g1p.1.A
YFR044C	225	371	PF07687	M20_dimer	Domain	7.30E-08	4g1p
YFR047C	119	292	PF01729	QRPTase_C	Domain	2.20E-58	3c2f
YFR047C	119	292	PF01729	QRPTase_C	Domain	2.20E-58	3c2v.1.A
YFR047C	119	292	PF01729	QRPTase_C	Domain	2.20E-58	3c2r
YFR047C	26	117	PF02749	QRPTase_N	Domain	5.60E-21	3c2f
YFR047C	26	117	PF02749	QRPTase_N	Domain	5.60E-21	3c2v.1.A
YFR047C	26	117	PF02749	QRPTase_N	Domain	5.60E-21	3c2r
YFR055W	17	340	PF01053	Cys_Met_Meta_PP	Domain	2.00E-79	5ijg.1.B
YFR055W	17	340	PF01053	Cys_Met_Meta_PP	Domain	2.00E-79	1cl2.1.A
YPR001W	67	467	PF00285	Citrate_synt	Domain	1.00E-88	5uqr.1.A
YGL065C	203	411	PF00534	Glycos_transf_1	Family	2.10E-56	3c48.1.A
YGL065C	18	197	PF13439	Glyco_transf_4	Domain	5.70E-14	3c48.1.A
YPL023C	10	301	PF02219	MTHFR	Domain	1.20E-113	6fcx.1.A
YPL023C	10	301	PF02219	MTHFR	Domain	1.20E-113	6fnu
YOR374W	54	513	PF00171	Aldedh	Family	5.60E-179	4wj9.1.A
YGL245W	201	506	PF00749	tRNA-synt_1c	Domain	5.50E-119	1qrt.1.B
YGL245W	509	681	PF03950	tRNA-synt_1c_C	Domain	7.30E-35	1qrt.1.B
YOR340C	45	125	PF03876	SHS2_Rpb7-N	Domain	7.10E-10	5n5y
YOR340C	45	125	PF03876	SHS2_Rpb7-N	Domain	7.10E-10	2rf4
YOR340C	45	125	PF03876	SHS2_Rpb7-N	Domain	7.10E-10	4c3h.1.G
YDL178W	103	239	PF01565	FAD_binding_4	Domain	2.90E-30	NA
YDL178W	277	528	PF02913	FAD-oxidase_C	Domain	6.50E-63	NA
YJR006W	214	446	PF04042	DNA_pol_E_B	Family	2.70E-49	3e0j.1.A
YPL076W	6	273	PF06432	GPI2	Family	3.60E-52	NA
YOR103C	24	130	PF02109	DAD	Family	6.10E-34	6c26
YOR103C	24	130	PF02109	DAD	Family	6.10E-34	6ezn.1.B
YJL121C	6	211	PF00834	Ribul_P_3_epim	Domain	3.00E-65	3ovp.1.B
YJR143C	58	305	PF02366	PMT	Family	4.20E-85	NA
YJR143C	343	504	PF02815	MIR	Domain	3.10E-18	NA
YJR143C	541	755	PF16192	PMT_4TMC	Family	5.50E-60	NA
YJL168C	131	237	PF00856	SET	Family	4.10E-15	5v22.1.A
YJL168C	627	711	PF08236	SRI	Domain	7.10E-21	2c5z
YJL148W	50	230	PF08208	RNA_polI_A34	Family	7.60E-23	5m3f
YJL137C	8	260	PF01501	Glyco_transf_8	Family	2.00E-49	1zcy.1.A
YJL134W	113	235	PF01569	PAP2	Family	1.10E-14	NA
YJL126W	7	292	PF00795	CN_hydrolase	Family	7.80E-62	4h5u
YJL126W	7	292	PF00795	CN_hydrolase	Family	7.80E-62	4h5u.2.B
YJL091C	297	450	PF06423	GWT1	Family	2.90E-35	NA
YJL060W	55	437	PF00155	Aminotran_1_2	Domain	7.60E-92	3b46.1.A
YJL060W	55	437	PF00155	Aminotran_1_2	Domain	7.60E-92	3b46
YJL045W	48	444	PF00890	FAD_binding_2	Family	2.30E-119	4ytp.1.A
YJL045W	499	634	PF02910	Succ_DH_flav_C	Domain	1.40E-40	4ytp.1.A
YJL011C	10	160	PF03874	RNA_pol_Rpb4	Family	7.20E-32	2ckz.2.A
YJL011C	10	160	PF03874	RNA_pol_Rpb4	Family	7.20E-32	6eu1
YJL003W	35	111	PF14138	COX16	Family	2.00E-26	NA
YJR001W	207	600	PF01490	Aa_trans	Family	1.10E-90	NA
YJR013W	127	386	PF05007	Mannosyl_trans	Family	3.00E-103	NA
YJR024C	19	218	PF00596	Aldolase_II	Domain	5.80E-43	4m6r.1.A
YJR025C	1	155	PF06052	3-HAO	Domain	2.90E-73	1zvf
YJR069C	6	190	PF01725	Ham1p_like	Domain	1.80E-47	4f95.1.A
YJR078W	23	443	PF01231	IDO	Family	8.40E-135	4pk6.1.B
YJR105W	22	335	PF00294	PfkB	Family	1.30E-78	5kb5.1.A
YJR110W	136	571	PF06602	Myotub-related	Domain	2.30E-129	1zsq.1.A
YJR117W	226	446	PF01435	Peptidase_M48	Domain	7.30E-43	4il3.2.A
YJR117W	37	223	PF16491	Peptidase_M48_N	Domain	1.80E-57	4il3.2.A
YJR130C	367	633	PF01053	Cys_Met_Meta_PP	Domain	3.00E-20	5eig.1.A
YJR133W	14	136	PF00156	Pribosyltran	Domain	6.90E-07	2xbu.1.A
YJR137C	684	826	PF00258	Flavodoxin_1	Domain	1.00E-26	1b1c.1.A
YJR137C	1004	1192	PF01077	NIR_SIR	Family	1.60E-54	5h8v.1.A
YJR137C	1341	1423	PF01077	NIR_SIR	Family	1.40E+03	5h8v.1.A
YJR137C	909	968	PF03460	NIR_SIR_ferr	Repeat	6.80E-10	5h8v.1.A
YJR137C	1211	1282	PF03460	NIR_SIR_ferr	Repeat	3.20E-09	5h8v.1.A
YJR148W	75	327	PF01063	Aminotran_4	Domain	1.20E-31	5bwt.1.A
YJR149W	29	388	PF03060	NMO	Domain	5.00E-36	4qiu.1.A
YJR153W	43	361	PF00295	Glyco_hydro_28	Domain	5.30E-113	NA
YJR155W	3	252	PF00248	Aldo_ket_red	Domain	7.10E-49	NA
YJR156C	16	238	PF09084	NMT1	Family	2.00E-77	4h6d.1.A
YJR158W	63	522	PF00083	Sugar_tr	Family	5.00E-154	NA
YOR321W	63	305	PF02366	PMT	Family	1.00E-94	NA
YOR321W	353	514	PF02815	MIR	Domain	4.10E-19	1t9f.1.A
YOR321W	541	744	PF16192	PMT_4TMC	Family	4.70E-52	NA
YMR170C	33	498	PF00171	Aldedh	Family	3.30E-166	4wj9.1.A
YMR246W	84	556	PF00501	AMP-binding	Family	1.80E-78	5mst.1.A
YMR246W	84	556	PF00501	AMP-binding	Family	1.80E-78	5mst.1.A
YMR246W	84	556	PF00501	AMP-binding	Family	1.80E-78	3a9u.1.A
YDR019C	21	280	PF01571	GCV_T	Domain	2.10E-82	1v5v.1.A
YDR019C	295	390	PF08669	GCV_T_C	Domain	3.30E-12	1v5v.1.A
YPR026W	476	695	PF03632	Glyco_hydro_65m	Domain	4.10E-27	1h54.1.B
YPR026W	140	413	PF03636	Glyco_hydro_65N	Family	5.70E-24	1h54.1.B
YGR154C	31	166	PF13409	GST_N_2	Domain	1.00E-10	5lkb.1.A
YGR154C	240	306	PF13410	GST_C_2	Domain	9.40E-06	5lkb.1.A
YDR376W	20	64	PF13450	NAD_binding_8	Domain	0.11	1e1m.1.A
YDR376W	20	64	PF13450	NAD_binding_8	Domain	0.11	1e6e.2.A
YOR085W	27	340	PF04756	OST3_OST6	Family	7.50E-74	6c26
YDL141W	623	682	PF02237	BPL_C	Domain	5.60E-13	NA
YDL141W	386	553	PF03099	BPL_LplA_LipB	Domain	2.60E-28	NA
YDL141W	1	374	PF09825	BPL_N	Family	7.60E-122	NA
YOL033W	45	364	PF00749	tRNA-synt_1c	Domain	3.20E-119	6brl.1.A
YOL033W	45	364	PF00749	tRNA-synt_1c	Domain	3.20E-119	5tgt.1.A
YPL040C	83	712	PF00133	tRNA-synt_1	Family	9.80E-150	NA
YPL040C	758	882	PF08264	Anticodon_1	Domain	1.10E-17	NA
YPL097W	83	396	PF00579	tRNA-synt_1b	Family	5.00E-81	2jan.1.A
YNL292W	62	193	PF01509	TruB_N	Family	5.30E-36	NA
YDL182W	23	282	PF00682	HMGL-like	Domain	2.10E-83	3a9i.1.A
YDL182W	23	282	PF00682	HMGL-like	Domain	2.10E-83	3bg9.1.A
YDL182W	23	282	PF00682	HMGL-like	Domain	2.10E-83	3fig.1.A
YDL182W	23	282	PF00682	HMGL-like	Domain	2.10E-83	3mi3.1.A
YDR508C	153	618	PF00324	AA_permease	Family	2.40E-129	NA
YHR039C-A	2	105	PF03179	V-ATPase_G	Family	7.50E-30	4efa
YHR039C-A	2	105	PF03179	V-ATPase_G	Family	7.50E-30	5bw9
YHR039C-A	2	105	PF03179	V-ATPase_G	Family	7.50E-30	3j9t.1.J
YML110C	59	306	PF01209	Ubie_methyltran	Family	2.80E-104	NA
YPR145W	212	385	PF00733	Asn_synthase	Domain	5.90E-51	1ct9.1.A
YPR145W	383	539	PF00733	Asn_synthase	Domain	2.80E-34	1ct9.1.A
YPR145W	47	166	PF13537	GATase_7	Domain	3.20E-30	1ct9.1.A
YGR124W	212	385	PF00733	Asn_synthase	Domain	1.00E-51	1ct9.1.A
YGR124W	382	539	PF00733	Asn_synthase	Domain	2.70E-34	1ct9.1.A
YGR124W	47	166	PF13537	GATase_7	Domain	3.50E-30	1ct9.1.A
YMR189W	69	511	PF02347	GDC-P	Domain	3.90E-196	4lgl.1.A
YMR189W	542	800	PF02347	GDC-P	Domain	8.50E-07	4lgl.1.A
YDR234W	26	458	PF00330	Aconitase	Family	6.10E-106	3sn2.1.A
YDR234W	26	458	PF00330	Aconitase	Family	6.10E-106	1ami.1.A
YDR234W	26	458	PF00330	Aconitase	Family	6.10E-106	1l5j.1.A
YDR234W	485	619	PF00694	Aconitase_C	Domain	1.60E-37	3sn2.1.A
YDR234W	485	619	PF00694	Aconitase_C	Domain	1.60E-37	1ami.1.A
YDR234W	485	619	PF00694	Aconitase_C	Domain	1.60E-37	1l5j.1.A
YML022W	33	150	PF00156	Pribosyltran	Domain	3.60E-11	1g2q.1.A
YML022W	33	150	PF00156	Pribosyltran	Domain	3.60E-11	1g2p
YML022W	33	150	PF00156	Pribosyltran	Domain	3.60E-11	5vjn
YGR180C	34	300	PF00268	Ribonuc_red_sm	Domain	1.90E-86	1sms
YGR180C	34	300	PF00268	Ribonuc_red_sm	Domain	1.90E-86	1sms.1.A
YDR305C	14	106	PF01230	HIT	Domain	7.10E-23	3fit.1.A
YLR351C	12	272	PF00795	CN_hydrolase	Family	1.80E-65	1f89
YLR351C	12	272	PF00795	CN_hydrolase	Family	1.80E-65	1f89.1.A
YGR227W	66	458	PF04922	DIE2_ALG10	Family	6.00E-106	NA
YML056C	37	513	PF00478	IMPDH	Domain	6.80E-132	5tc3.1.A
YML056C	37	513	PF00478	IMPDH	Domain	6.80E-132	1jr1.1.A
YML056C	125	171	PF00571	CBS	Domain	0.008	5tc3.1.A
YML056C	125	171	PF00571	CBS	Domain	0.008	1jr1.1.A
YML056C	181	233	PF00571	CBS	Domain	0.48	5tc3.1.A
YML056C	181	233	PF00571	CBS	Domain	0.48	1jr1.1.A
YLR432W	36	512	PF00478	IMPDH	Domain	3.20E-132	4z87.1.A
YLR432W	124	170	PF00571	CBS	Domain	0.00059	4z87.1.A
YLR432W	180	232	PF00571	CBS	Domain	0.045	4z87.1.A
YDR156W	18	102	PF08203	RNA_polI_A14	Family	2.90E-26	5n5y
YML004C	23	164	PF00903	Glyoxalase	Domain	4.40E-17	4x2a.1.A
YML004C	183	319	PF00903	Glyoxalase	Domain	1.70E-09	5d7z.1.A
YGL154C	133	213	PF01648	ACPS	Family	1.90E-06	1qr0.1.A
YMR020W	18	503	PF01593	Amino_oxidase	Domain	2.00E-84	1yy5.1.A
YMR020W	18	503	PF01593	Amino_oxidase	Domain	2.00E-84	4ech
YGR055W	61	497	PF13520	AA_permease_2	Family	4.30E-79	NA
YNR058W	36	470	PF00202	Aminotran_3	Domain	1.40E-95	5uc7.1.A
YOL143C	18	161	PF00885	DMRL_synthase	Domain	3.60E-47	1ejb
YNL106C	61	400	PF02383	Syja_N	Family	1.60E-73	NA
YNL106C	596	874	PF03372	Exo_endo_phos	Domain	1.60E-08	1i9y.1.A
YNL101W	296	710	PF01490	Aa_trans	Family	2.80E-107	NA
YGR267C	62	238	PF01227	GTP_cyclohydroI	Domain	9.30E-72	1fb1.1.A
YDL024C	67	400	PF00328	His_Phos_2	Family	1.00E-48	2gfi.1.A
YDL024C	67	400	PF00328	His_Phos_2	Family	1.00E-48	2gfi.1.A
YOR347C	21	365	PF00224	PK	Family	1.40E-152	1a3w.1.A
YOR347C	382	499	PF02887	PK_C	Domain	3.30E-28	1a3w.1.A
YDL093W	51	293	PF02366	PMT	Family	2.50E-76	NA
YDL093W	340	500	PF02815	MIR	Domain	6.20E-45	5gkz.1.G
YDL093W	340	500	PF02815	MIR	Domain	6.20E-45	3mal.1.A
YDL093W	340	500	PF02815	MIR	Domain	6.20E-45	4i8m.1.A
YDL093W	529	723	PF16192	PMT_4TMC	Family	2.00E-51	NA
YDR111C	112	487	PF00155	Aminotran_1_2	Domain	6.70E-33	3tcm.1.A
YLR089C	189	568	PF00155	Aminotran_1_2	Domain	1.40E-33	3tcm.1.A
YLR153C	98	538	PF00501	AMP-binding	Family	8.50E-81	5vpv.2.A
YLR153C	98	538	PF00501	AMP-binding	Family	8.50E-81	1ry2.1.A
YLR153C	547	637	PF13193	AMP-binding_C	Domain	1.50E-19	5vpv.2.A
YLR153C	547	637	PF13193	AMP-binding_C	Domain	1.50E-19	1ry2.1.A
YLR153C	40	96	PF16177	ACAS_N	Family	5.40E-17	5vpv.2.A
YLR153C	40	96	PF16177	ACAS_N	Family	5.40E-17	1ry2.1.A
YDR261C	106	456	PF00150	Cellulase	Domain	2.00E-07	1h4p.1.A
YDR261C	106	456	PF00150	Cellulase	Domain	2.00E-07	1h4p.1.A
YGL027C	319	831	PF03200	Glyco_hydro_63	Domain	2.00E-181	4j5t
YGL027C	44	266	PF16923	Glyco_hydro_63N	Domain	4.70E-62	4j5t
YGR170W	871	1079	PF02666	PS_Dcarbxylase	Family	3.60E-51	NA
YGR170W	499	601	PF00168	C2	Domain	3.70E-08	6ank.2.A
YGR170W	499	601	PF00168	C2	Domain	3.70E-08	2ep6.1.A
YGR170W	499	601	PF00168	C2	Domain	3.70E-08	5cch.1.F
YGR170W	18	86	PF00168	C2	Domain	0.08	NA
YGR060W	147	282	PF04116	FA_hydroxylase	Family	1.80E-23	NA
YGR289C	111	567	PF00083	Sugar_tr	Family	7.20E-82	NA
YGR287C	37	400	PF00128	Alpha-amylase	Domain	2.20E-124	3axh.1.A
YGR287C	37	400	PF00128	Alpha-amylase	Domain	2.20E-124	3axh
YGL257C	174	450	PF11051	Mannosyl_trans3	Family	6.30E-66	NA
YGL224C	110	236	PF00702	Hydrolase	Domain	0.006	3onn
YGL224C	110	236	PF00702	Hydrolase	Domain	0.006	3nuq
YGL202W	102	488	PF00155	Aminotran_1_2	Domain	1.60E-15	3ath.1.A
YGL202W	102	488	PF00155	Aminotran_1_2	Domain	1.60E-15	4je5.1.A
YGL202W	102	488	PF00155	Aminotran_1_2	Domain	1.60E-15	4je5
YGL196W	35	257	PF01168	Ala_racemase_N	Domain	1.20E-07	3wqc.1.A
YGL196W	309	412	PF14031	D-ser_dehydrat	Domain	1.00E-14	3wqc.1.A
YGL186C	92	434	PF02133	Transp_cyt_pur	Family	2.20E-14	NA
YGL184C	7	404	PF01053	Cys_Met_Meta_PP	Domain	3.00E-128	5tsu.1.C
YGL125W	7	297	PF02219	MTHFR	Domain	5.00E-123	6fcx.1.A
YGL104C	32	484	PF00083	Sugar_tr	Family	2.60E-85	NA
YGL084C	170	509	PF03062	MBOAT	Family	1.90E-80	NA
YGL080W	14	119	PF03650	MPC	Family	7.40E-38	NA
YGL067W	223	339	PF00293	NUDIX	Domain	2.50E-12	5lon.1.A
YGL067W	175	199	PF09297	zf-NADH-PPase	Domain	0.00017	5lon.1.A
YGL063W	206	307	PF01416	PseudoU_synth_1	Domain	1.80E-13	4iqm.1.A
YGL047W	9	199	PF04101	Glyco_tran_28_C	Domain	5.20E-37	2ks6
YGL037C	3	193	PF00857	Isochorismatase	Family	8.20E-23	3v8e
YGL018C	32	78	PF00226	DnaJ	Domain	1.50E-05	3uo3
YGL018C	32	78	PF00226	DnaJ	Domain	1.50E-05	3uo2
YGL018C	32	78	PF00226	DnaJ	Domain	1.50E-05	3uo3.1.A
YGL018C	101	170	PF07743	HSCB_C	Domain	6.00E-12	3uo3
YGL018C	101	170	PF07743	HSCB_C	Domain	6.00E-12	3uo2
YGL018C	101	170	PF07743	HSCB_C	Domain	6.00E-12	3uo3.1.A
YGL001C	8	279	PF01073	3Beta_HSD	Family	1.50E-99	2v6g.1.A
YGL001C	8	279	PF01073	3Beta_HSD	Family	1.50E-99	3wj7.1.C
YGR010W	163	353	PF01467	CTP_transf_like	Domain	1.20E-28	1kku.1.A
YGR012W	50	365	PF00291	PALP	Family	7.80E-63	5jjc.1.A
YGR036C	61	182	PF01569	PAP2	Family	6.70E-16	5jki.1.A
YGR043C	26	327	PF00923	TAL_FSA	Domain	7.70E-93	3cq0.1.A
YGR043C	26	327	PF00923	TAL_FSA	Domain	7.70E-93	3cq0
YGR046W	114	325	PF09139	Mmp37	Family	8.80E-80	NA
YGR046W	341	380	PF09139	Mmp37	Family	0.0057	NA
YGR062C	148	309	PF02096	60KD_IMP	Family	2.90E-05	NA
YGR065C	138	495	PF07690	MFS_1	Family	1.30E-16	NA
YGR096W	14	104	PF00153	Mito_carr	Family	1.30E-18	1okc.1.A
YGR096W	215	312	PF00153	Mito_carr	Family	1.90E-15	NA
YGR096W	114	195	PF00153	Mito_carr	Family	9.80E-15	1okc.1.A
YGR110W	142	430	PF00561	Abhydrolase_1	Domain	6.70E-32	NA
YGR138C	177	558	PF07690	MFS_1	Family	4.40E-29	NA
YGR177C	23	529	PF07247	AATase	Family	1.10E-190	NA
YGR216C	279	469	PF05024	Gpi1	Family	2.80E-59	NA
YGR243W	10	116	PF03650	MPC	Family	2.90E-45	NA
YGR244C	302	422	PF00549	Ligase_CoA	Domain	1.10E-23	4xx0.1.B
YGR244C	33	239	PF08442	ATP-grasp_2	Domain	2.40E-76	4xx0.1.B
YGR247W	1	239	PF07823	CPDase	Domain	1.10E-88	NA
YGR248W	9	241	PF01182	Glucosamine_iso	Domain	7.60E-55	4tm7.1.A
YGR255C	193	404	PF01494	FAD_binding_3	Family	3.10E-10	NA
YGR256W	181	478	PF00393	6PGD	Domain	3.60E-122	2p4q.1.A
YGR256W	8	175	PF03446	NAD_binding_2	Domain	6.60E-47	2p4q.1.A
YGR260W	98	459	PF07690	MFS_1	Family	9.90E-30	NA
YGR277C	147	288	PF01467	CTP_transf_like	Domain	1.10E-10	3nv7.1.A
YGR277C	147	288	PF01467	CTP_transf_like	Domain	1.10E-10	3do8.1.A
YGR292W	36	397	PF00128	Alpha-amylase	Domain	1.60E-121	3axh.1.A
YPL265W	90	556	PF00324	AA_permease	Family	8.60E-120	NA
YPR138C	19	423	PF00909	Ammonium_transp	Family	1.10E-120	5af1.1.A
YPR003C	119	513	PF00916	Sulfate_transp	Family	5.70E-107	NA
YPR003C	578	707	PF01740	STAS	Domain	1.00E-24	5ezb.1.A
YOR142W	181	308	PF00549	Ligase_CoA	Domain	4.50E-22	4xx0.1.A
YOR142W	35	127	PF02629	CoA_binding	Domain	2.20E-24	4xx0.1.A
YNL036W	52	208	PF00484	Pro_CA	Domain	6.50E-37	3eyx.1.A
YNL036W	52	208	PF00484	Pro_CA	Domain	6.50E-37	3eyx
YNR019W	215	641	PF03062	MBOAT	Family	9.10E-118	NA
YNR057C	14	216	PF13500	AAA_26	Domain	5.90E-45	3of5.1.A
YNR072W	60	520	PF00083	Sugar_tr	Family	5.90E-159	NA
YOL068C	208	419	PF02146	SIR2	Family	3.20E-63	4iao.1.A
YOL068C	49	207	PF04574	DUF592	Family	5.40E-56	NA
YPL015C	32	230	PF02146	SIR2	Family	1.90E-46	2od2.1.A
YPL015C	32	230	PF02146	SIR2	Family	1.90E-46	2od9
YPL015C	32	230	PF02146	SIR2	Family	1.90E-46	1q1a
YPL015C	32	230	PF02146	SIR2	Family	1.90E-46	1q14
YOR025W	60	287	PF02146	SIR2	Family	6.20E-32	4iao.1.A
YDR191W	100	315	PF02146	SIR2	Family	7.30E-24	4iao.1.A
YNR027W	80	243	PF08543	Phos_pyr_kin	Family	1.20E-06	2yxu.1.A
YNR030W	9	385	PF03901	Glyco_transf_22	Family	1.30E-29	NA
YNR056C	45	547	PF13520	AA_permease_2	Family	2.00E-37	NA
YNR060W	273	389	PF01794	Ferric_reduct	Family	9.40E-20	NA
YNR060W	425	524	PF08022	FAD_binding_8	Domain	7.10E-27	NA
YNR060W	530	698	PF08030	NAD_binding_6	Domain	8.80E-31	5o0x.1.A
YNR067C	417	1107	PF03639	Glyco_hydro_81	Family	2.20E-247	5xbz.1.A
YNL334C	7	216	PF01174	SNO	Domain	1.40E-92	4ads.1.G
YNL333W	4	211	PF01680	SOR_SNZ	Domain	2.60E-103	3fem.1.A
YNL275W	60	226	PF00955	HCO3_cotransp	Family	1.40E-39	NA
YNL275W	237	498	PF00955	HCO3_cotransp	Family	8.50E-34	NA
YNL274C	65	334	PF00389	2-Hacid_dh	Domain	2.00E-10	6bii.1.A
YNL274C	125	303	PF02826	2-Hacid_dh_C	Domain	2.20E-52	6bii.1.A
YNL256W	507	804	PF00809	Pterin_bind	Domain	4.90E-49	2bmb.1.A
YNL256W	507	804	PF00809	Pterin_bind	Domain	4.90E-49	2bmb
YNL256W	301	434	PF01288	HPPK	Domain	5.30E-30	2bmb.1.A
YNL256W	301	434	PF01288	HPPK	Domain	5.30E-30	2bmb
YNL256W	149	255	PF02152	FolB	Domain	3.50E-13	NA
YNL256W	24	125	PF02152	FolB	Domain	9.30E-13	NA
YNL247W	50	474	PF01406	tRNA-synt_1e	Family	2.90E-146	NA
YNL219C	11	414	PF03901	Glyco_transf_22	Family	1.80E-102	NA
YNL191W	17	174	PF13230	GATase_4	Domain	1.40E-10	NA
YNL141W	10	336	PF00962	A_deaminase	Domain	5.30E-103	3rys.1.A
YNL129W	9	163	PF13238	AAA_18	Domain	5.60E-05	2qg6.1.A
