UniProtKB_ac	iso_id	uniprot_seq_length	coordinate_id	provider	from	to	coverage	template	qmean	qmean_norm	url
P23638		258	5a9b1c6b75daaa159d1c27ed	PDB	1	258	1.0	5cgh			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5cgh&provider=pdb
P23638		258	5a9b1cf775daaa1fc50ea005	PDB	1	258	1.0	5l5i			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5l5i&provider=pdb
P23638		258	5a9b1d6475daaa25a0c54257	PDB	1	258	1.0	5lai			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5lai&provider=pdb
P23638		258	5a9b1d6875daaa25a0c542f2	PDB	11	245	0.910852713178	3sdi			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=11&to=245&template=3sdi&provider=pdb
P23638		258	5a9b1d7975daaa25a0c54535	PDB	1	258	1.0	5cgi			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5cgi&provider=pdb
P23638		258	5a9b1d7c75daaa25a0c5458b	PDB	1	258	1.0	5fgi			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5fgi&provider=pdb
P23638		258	5a9b1d9475daaa25a0c5492e	PDB	1	258	1.0	4y8i			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4y8i&provider=pdb
P23638		258	5a9b1dc375daaa2b7527e187	PDB	1	258	1.0	5dki			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5dki&provider=pdb
P23638		258	5a9b1e8175daaa324243598b	PDB	1	258	1.0	4y8j			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4y8j&provider=pdb
P23638		258	5a9b1e8375daaa32424359d0	PDB	1	258	1.0	5l5j			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5l5j&provider=pdb
P23638		258	5a9b1e9875daaa37c1e25aff	PDB	1	258	1.0	4qz1			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4qz1&provider=pdb
P23638		258	5a9b1ec175daaa37c1e26160	PDB	1	258	1.0	5l52			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5l52&provider=pdb
P23638		258	5a9b1ec575daaa37c1e261d0	PDB	1	258	1.0	4r02			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4r02&provider=pdb
P23638		258	5a9b1ece75daaa37c1e26341	PDB	1	258	1.0	5l62			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5l62&provider=pdb
P23638		258	5a9b1efa75daaa3c6973311a	PDB	1	258	1.0	5laj			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5laj&provider=pdb
P23638		258	5a9b1eff75daaa3c697331d2	PDB	2	245	0.945736434109	3shj			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=2&to=245&template=3shj&provider=pdb
P23638		258	5a9b1f4175daaa3c69733af2	PDB	1	258	1.0	5ahj			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5ahj&provider=pdb
P23638		258	5a9b1f7375daaa420f3b5123	PDB	2	245	0.945736434109	3okj			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=2&to=245&template=3okj&provider=pdb
P23638		258	5a9b1f7d75daaa420f3b524d	PDB	1	258	1.0	5dkj			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5dkj&provider=pdb
P23638		258	5a9b1f8275daaa420f3b52f0	PDB	2	245	0.945736434109	3gpj			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=2&to=245&template=3gpj&provider=pdb
P23638		258	5a9b1fce75daaa47f2aed95f	PDB	1	258	1.0	4qwj			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4qwj&provider=pdb
P23638		258	5a9b1fda75daaa47f2aedb23	PDB	1	258	1.0	4qxj			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4qxj&provider=pdb
P23638		258	5a9b200275daaa47f2aee095	PDB	1	258	1.0	3nzj			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=3nzj&provider=pdb
P23638		258	5a9b207875daaa4cc89a9819	PDB	2	245	0.945736434109	2fak			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=2&to=245&template=2fak&provider=pdb
P23638		258	5a9b208f75daaa4cc89a9aea	PDB	1	258	1.0	4y8k			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4y8k&provider=pdb
P23638		258	5a9b20cf75daaa52372afa92	PDB	11	245	0.910852713178	3sdk			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=11&to=245&template=3sdk&provider=pdb
P23638		258	5a9b212e75daaa5901b8e25f	PDB	1	258	1.0	5wvk			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5wvk&provider=pdb
P23638		258	5a9b214375daaa5901b8e552	PDB	1	258	1.0	4qwk			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4qwk&provider=pdb
P23638		258	5a9b218775daaa5ea29157d9	PDB	1	258	1.0	4z1l			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4z1l&provider=pdb
P23638		258	5a9b21dc75daaa63f8a3bcd9	PDB	1	258	1.0	4y8l			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4y8l&provider=pdb
P23638		258	5a9b224e75daaa69b9cc2639	PDB	2	245	0.945736434109	2gpl			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=2&to=245&template=2gpl&provider=pdb
P23638		258	5a9b22ca75daaa6eb64f0a64	PDB	1	258	1.0	5bxl			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5bxl&provider=pdb
P23638		258	5a9b22db75daaa6eb64f0cb1	PDB	1	258	1.0	4qvl			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4qvl&provider=pdb
P23638		258	5a9b22e975daaa6eb64f0e8c	PDB	1	258	1.0	4qwl			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4qwl&provider=pdb
P23638		258	5a9b231875daaa73f498a602	PDB	1	258	1.0	4ya2			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4ya2&provider=pdb
P23638		258	5a9b233b75daaa73f498ab09	PDB	1	258	1.0	4y82			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4y82&provider=pdb
P23638		258	5a9b234275daaa73f498ac12	PDB	2	245	0.945736434109	1jd2			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=2&to=245&template=1jd2&provider=pdb
P23638		258	5a9b23ba75daaa78fd299792	PDB	1	258	1.0	4y8m			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4y8m&provider=pdb
P23638		258	5a9b241375daaa7ee0c71cbb	PDB	1	258	1.0	3bdm			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=3bdm&provider=pdb
P23638		258	5a9b24e475daaa0b0b1136fb	PDB	1	258	1.0	4qvm			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4qvm&provider=pdb
P23638		258	5a9b255575daaa100e77a504	PDB	1	258	1.0	4y8n			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4y8n&provider=pdb
P23638		258	5a9b25e775daaa1aa742f5a3	PDB	1	258	1.0	4nnn			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4nnn&provider=pdb
P23638		258	5a9b261b75daaa1aa742fd56	PDB	1	258	1.0	4qvn			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4qvn&provider=pdb
P23638		258	5a9b267375daaa1f9be55901	PDB	1	258	1.0	5bxn			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5bxn&provider=pdb
P23638		258	5a9b269075daaa1f9be55cc5	PDB	1	258	1.0	5l5o			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5l5o&provider=pdb
P23638		258	5a9b26b975daaa25837c6dcc	PDB	1	258	1.0	3jco			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=3jco&provider=pdb
P23638		258	5a9b26e875daaa25837c7467	PDB	14	245	0.899224806202	4v7o			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=14&to=245&template=4v7o&provider=pdb
P23638		258	5a9b26f875daaa25837c7699	PDB	1	258	1.0	4y8o			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4y8o&provider=pdb
P23638		258	5a9b27c475daaa31c57d1d50	PDB	1	258	1.0	4cr2			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4cr2&provider=pdb
P23638		258	5a9b289575daaa3e7a40d242	PDB	1	258	1.0	4y8p			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4y8p&provider=pdb
P23638		258	5a9b289875daaa3e7a40d295	PDB	1	258	1.0	5l5p			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5l5p&provider=pdb
P23638		258	5a9b28c075daaa45e323d488	PDB	1	258	1.0	3jcp			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=3jcp&provider=pdb
P23638		258	5a9b292675daaa4b2309688b	PDB	2	245	0.945736434109	4hnp			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=2&to=245&template=4hnp&provider=pdb
P23638		258	5a9b29ae75daaa509398bd98	PDB	1	258	1.0	4qvp			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4qvp&provider=pdb
P23638		258	5a9b29df75daaa509398c44b	PDB	2	245	0.945736434109	1ryp			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=2&to=245&template=1ryp&provider=pdb
P23638		258	5a9b2a2075daaa56b3c01c2d	PDB	1	258	1.0	1z7q			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=1z7q&provider=pdb
P23638		258	5a9b2a2775daaa56b3c01d4a	PDB	1	258	1.0	4y8q			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4y8q&provider=pdb
P23638		258	5a9b2a5175daaa56b3c02257	PDB	1	258	1.0	5l5q			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5l5q&provider=pdb
P23638		258	5a9b2a7575daaa5d6c2bb57f	PDB	1	258	1.0	4qlq			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4qlq&provider=pdb
P23638		258	5a9b2aea75daaa63ee11876a	PDB	1	258	1.0	4jsq			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4jsq&provider=pdb
P23638		258	5a9b2afd75daaa63ee1189b4	PDB	1	258	1.0	4qvq			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4qvq&provider=pdb
P23638		258	5a9b2b7175daaa6a98baebe8	PDB	1	258	1.0	5l5r			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5l5r&provider=pdb
P23638		258	5a9b2be675daaa6fad4bb935	PDB	1	258	1.0	4y8r			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4y8r&provider=pdb
P23638		258	5a9f8ced02efd0ade4233ab7	PDB	1	258	1.0	5wvi			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=5wvi&provider=pdb
P23638		258	5a9f8cf902efd0ade4233d3e	PDB	2	245	0.945736434109	4lqi			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=2&to=245&template=4lqi&provider=pdb
P23638		258	5a9f8d0202efd0ade4233f68	PDB	1	258	1.0	4qwi			https://swissmodel.expasy.org/repository/uniprot/P23638.pdb?from=1&to=258&template=4qwi&provider=pdb
P23639		250	5ad60b30eb80f782df5a3d97	SWISSMODEL	1	250	1.0	5wvk.1.P	-0.6512949997	0.7523858611	https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5wvk.1.P&provider=swissmodel
P23639		250	5a9af7e675daaa1bb7d231d9	PDB	1	250	1.0	4y70			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4y70&provider=pdb
P23639		250	5a9af7f575daaa1bb7d23456	PDB	1	250	1.0	4r00			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4r00&provider=pdb
P23639		250	5a9af80c75daaa1bb7d23869	PDB	1	250	1.0	4y80			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4y80&provider=pdb
P23639		250	5a9af81475daaa1bb7d239e1	PDB	1	250	1.0	4j70			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4j70&provider=pdb
P23639		250	5a9af81b75daaa1bb7d23ad5	PDB	1	250	1.0	5l60			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5l60&provider=pdb
P23639		250	5a9af83b75daaa20e6f352a0	PDB	1	250	1.0	4ya0			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4ya0&provider=pdb
P23639		250	5a9af86d75daaa20e6f35bb0	PDB	1	250	1.0	3mg0			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=3mg0&provider=pdb
P23639		250	5a9af89775daaa2514ab7053	PDB	1	250	1.0	4qz2			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4qz2&provider=pdb
P23639		250	5a9af8bf75daaa2514ab76a4	PDB	1	250	1.0	4eu2			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4eu2&provider=pdb
P23639		250	5a9af8f975daaa2a76e86ba0	PDB	1	250	1.0	5jhr			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5jhr&provider=pdb
P23639		250	5a9af91675daaa2a76e8704d	PDB	1	250	1.0	4inr			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4inr&provider=pdb
P23639		250	5a9af96c75daaa2ef40eb764	PDB	1	250	1.0	5d0s			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5d0s&provider=pdb
P23639		250	5a9af97575daaa2ef40eb907	PDB	1	250	1.0	3wxr			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=3wxr&provider=pdb
P23639		250	5a9af97875daaa2ef40eb982	PDB	1	250	1.0	4rur			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4rur&provider=pdb
P23639		250	5a9af97975daaa2ef40eb9b2	PDB	1	250	1.0	4qwr			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4qwr&provider=pdb
P23639		250	5a9af9ad75daaa340fef6c81	PDB	1	250	1.0	4q1s			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4q1s&provider=pdb
P23639		250	5a9af9d475daaa340fef7267	PDB	1	250	1.0	4y8s			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4y8s&provider=pdb
P23639		250	5a9af9d575daaa340fef727f	PDB	1	250	1.0	4g4s			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4g4s&provider=pdb
P23639		250	5a9af9d775daaa340fef72b7	PDB	1	250	1.0	5l5s			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5l5s&provider=pdb
P23639		250	5a9afa2b75daaa3a23199cc4	PDB	1	250	1.0	5fhs			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5fhs&provider=pdb
P23639		250	5a9afa4075daaa3a2319a083	PDB	1	250	1.0	5jhs			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5jhs&provider=pdb
P23639		250	5a9afa7775daaa3e674795d3	PDB	1	250	1.0	4qls			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4qls&provider=pdb
P23639		250	5a9afad875daaa432978b392	PDB	1	250	1.0	4qws			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4qws&provider=pdb
P23639		250	5a9afae775daaa432978b5f1	PDB	1	250	1.0	5d0t			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5d0t&provider=pdb
P23639		250	5a9afb5175daaa47a8001a95	PDB	1	250	1.0	4y8t			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4y8t&provider=pdb
P23639		250	5a9afb5375daaa47a8001ae1	PDB	1	250	1.0	5l5t			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5l5t&provider=pdb
P23639		250	5a9afb9675daaa4d1b0aad2c	PDB	1	250	1.0	4qlt			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4qlt&provider=pdb
P23639		250	5a9afbae75daaa4d1b0ab0db	PDB	1	250	1.0	4int			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4int&provider=pdb
P23639		250	5a9afbcd75daaa4d1b0ab542	PDB	1	250	1.0	1fnt			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=1fnt&provider=pdb
P23639		250	5a9afbff75daaa51666acd84	PDB	1	250	1.0	5ltt			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5ltt&provider=pdb
P23639		250	5a9afc1475daaa51666ad0f1	PDB	1	250	1.0	3gpt			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=3gpt&provider=pdb
P23639		250	5a9afc7475daaa56e755da8e	PDB	1	250	1.0	1g0u			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=1g0u&provider=pdb
P23639		250	5a9afc7575daaa56e755daaa	PDB	1	250	1.0	5l5u			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5l5u&provider=pdb
P23639		250	5a9afcd975daaa5bbfc95794	PDB	1	250	1.0	5l63			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5l63&provider=pdb
P23639		250	5a9afcdd75daaa5bbfc957fe	PDB	1	250	1.0	4ya3			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4ya3&provider=pdb
P23639		250	5a9afd1f75daaa607e490454	PDB	1	250	1.0	4y8u			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4y8u&provider=pdb
P23639		250	5a9afd3c75daaa607e490882	PDB	1	250	1.0	3oeu			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=3oeu&provider=pdb
P23639		250	5a9afd8c75daaa65e3fb171a	PDB	1	250	1.0	5bou			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5bou&provider=pdb
P23639		250	5a9afda475daaa65e3fb1ae5	PDB	1	250	1.0	4inu			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4inu&provider=pdb
P23639		250	5a9afdbe75daaa65e3fb1eee	PDB	1	250	1.0	4qlu			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4qlu&provider=pdb
P23639		250	5a9afdd475daaa6cacac190c	PDB	1	250	1.0	4jsu			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4jsu&provider=pdb
P23639		250	5a9afded75daaa6cacac1cfc	PDB	1	250	1.0	4qwu			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4qwu&provider=pdb
P23639		250	5a9afdfb75daaa6cacac1f60	PDB	1	250	1.0	5d0v			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5d0v&provider=pdb
P23639		250	5a9afe3475daaa71108240fe	PDB	1	250	1.0	4y6v			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4y6v&provider=pdb
P23639		250	5a9afe4f75daaa7110824500	PDB	1	250	1.0	5l5v			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5l5v&provider=pdb
P23639		250	5a9afeb175daaa769dc8ad6d	PDB	1	250	1.0	3oev			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=3oev&provider=pdb
P23639		250	5a9afeff75daaa7c728718b9	PDB	1	250	1.0	4qlv			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4qlv&provider=pdb
P23639		250	5a9aff7c75daaa02bd50f2eb	PDB	1	250	1.0	5d0w			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5d0w&provider=pdb
P23639		250	5a9aff8075daaa02bd50f36f	PDB	1	250	1.0	4qvv			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4qvv&provider=pdb
P23639		250	5a9affe375daaa088317e483	PDB	1	250	1.0	4y7w			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4y7w&provider=pdb
P23639		250	5a9afff375daaa088317e6b6	PDB	1	250	1.0	5l5w			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5l5w&provider=pdb
P23639		250	5a9b006f75daaa0dc7883f26	PDB	1	250	1.0	4nnw			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4nnw&provider=pdb
P23639		250	5a9b007975daaa0dc788407a	PDB	1	250	1.0	3gpw			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=3gpw&provider=pdb
P23639		250	5a9b00e875daaa1309d8367d	PDB	1	250	1.0	4qvw			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4qvw&provider=pdb
P23639		250	5a9b015f75daaa1ea2f8fac4	PDB	1	250	1.0	3nzw			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=3nzw&provider=pdb
P23639		250	5a9b017575daaa1ea2f8fde1	PDB	1	250	1.0	5d0x			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5d0x&provider=pdb
P23639		250	5a9b018575daaa1ea2f90003	PDB	1	250	1.0	5l5x			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=5l5x&provider=pdb
P23639		250	5a9b01a975daaa1ea2f9054d	PDB	1	250	1.0	4y7x			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4y7x&provider=pdb
P23639		250	5a9b01ad75daaa1ea2f905dd	PDB	1	250	1.0	4qzw			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4qzw&provider=pdb
P23639		250	5a9b028975daaa33e7146ba7	PDB	1	250	1.0	4qzx			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4qzx&provider=pdb
P23639		250	5a9b029275daaa33e7146d02	PDB	1	250	1.0	3nzx			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=3nzx&provider=pdb
P23639		250	5a9b029775daaa33e7146da4	PDB	1	250	1.0	4qwx			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4qwx&provider=pdb
P23639		250	5a9b02d475daaa33e7147638	PDB	1	250	1.0	4qux			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4qux&provider=pdb
P23639		250	5a9b02eb75daaa38f5632845	PDB	1	250	1.0	4y7y			https://swissmodel.expasy.org/repository/uniprot/P23639.pdb?from=1&to=250&template=4y7y&provider=pdb
